653	Decreasing triage time: effects of implementing a step-wise ESI algorithm in an EHR	29697806	International Journal for Quality in Health Care
654	Evaluation of the three-in-one team-based care model on hierarchical diagnosis and treatment patterns among patients with diabetes: a retrospective cohort study using Xiamen's regional electronic health records	29179749	BMC Health Services Research
655	A Two-stage Dynamic Model to Enable Updating of Clinical Risk Prediction from Longitudinal Health Record Data: Illustrated with Kidney Function	26262141	Studies in Health Technology and Informatics
656	Evaluation of the relationship between weight change and glycemic control after initiation of antidiabetic therapy in patients with type 2 diabetes using electronic medical record data	24503045	Diabetes Research and Clinical Practice
657	Population prevalence and control of cardiovascular risk factors: what electronic medical records tell us	24325864	Atencion Primaria
658	A framework for assessing patient crossover and health information exchange value	21705458	Journal of the American Medical Informatics Association
659	Predictive value of inflammatory markers for cancer diagnosis in primary care: a prospective cohort study using electronic health records	31015558	British Journal of Cancer
660	Automated adverse event detection collaborative: electronic adverse event identification, classification, and corrective actions across academic pediatric institutions	24257063	J Patient Saf
661	Patients' perceptions of a health information exchange: a pilot program in South Korea	22658777	International Journal of Medical Informatics
662	Timing of Initiation of Maintenance Dialysis: A Qualitative Analysis of the Electronic Medical Records of a National Cohort of Patients From the Department of Veterans Affairs	26809745	JAMA Intern Med
663	Requesting a unique personal identifier or providing a souvenir incentive did not affect overall consent to health record linkage: evidence from an RCT nested within a cohort	28115256	Journal of Clinical Epidemiology
664	Evaluation of electronic health record implementation on pharmacist interventions related to oral chemotherapy management	27573921	Journal of Oncology Pharmacy Practice
665	Association of an Active Choice Intervention in the Electronic Health Record Directed to Medical Assistants With Clinician Ordering and Patient Completion of Breast and Colorectal Cancer Screening Tests	31730186	JAMA Netw Open
666	Evaluation of vocal-electronic nursing documentation: A comparison study in Iran	27322956	Inform Health Soc Care
667	Healthcare processes of laboratory tests for the prediction of mortality in the intensive care unit: a retrospective study based on electronic healthcare records in the USA	31239303	BMJ Open
668	Physical Therapy or Advanced Imaging as First Management Strategy Following a New Consultation for Low Back Pain in Primary Care: Associations with Future Health Care Utilization and Charges	25772625	Health Services Research
669	Prevalence of high-risk cardiovascular conditions and the status of hypertension management among hypertensive adults 65 years and older in the United States: analysis of a primary care electronic medical records database	21122059	Journal of Clinical Hypertension (Greenwich, Conn)
670	Design, Challenges, and Implications of Quality Improvement Projects Using the Electronic Medical Record: Case Study: A Protocol to Reduce the Burden of Postoperative Atrial Fibrillation	27553597	Circulation: Cardiovascular Quality and Outcomes
671	Review of 36,537 patient records for tooth health and longevity of dental restorations	23406626	Caries Research
672	Health of Spanish centenarians: a cross-sectional study based on electronic health records	31426764	BMC Geriatrics
673	Metrics for Electronic-Nursing-Record-Based Narratives: cross-sectional analysis	27901174	Applied Clinical Informatics
674	Challenges in predicting health needs and disease patterns - a case study on the implementation of an electronic hospital separation record in Sri Lanka	23920841	Studies in Health Technology and Informatics
675	Incidence and Trends of Sepsis in US Hospitals Using Clinical vs Claims Data, 2009-2014	28903154	JAMA
676	Evaluating frailty scores to predict mortality in older adults using data from population based electronic health records: case control study	29546362	Age and Ageing
677	Health-related outcomes associated with patterns of risk factors in primary care patients	24158242	Journal of Clinical Psychology in Medical Settings
678	Hypoglycemia in patients with type 2 diabetes newly initiated on basal insulin in the US in a community setting: impact on treatment discontinuation and hospitalization	27737571	Current Medical Research and Opinion
679	Prevalence and nature of statin drug-drug interactions in a university hospital by electronic health record mining	29255993	European Journal of Clinical Pharmacology
680	Big Data, Predictive Analytics, and Quality Improvement in Kidney Transplantation: A Proof of Concept	27804279	American Journal of Transplantation
681	Patterns of statin use and cholesterol goal attainment in a high-risk cardiovascular population: A retrospective study of primary care electronic medical records	26892130	Journal of Clinical Lipidology
682	Understanding data requirements of retrospective studies	25453276	International Journal of Medical Informatics
683	Recognition of elevated blood pressure in an outpatient pediatric tertiary care setting	25919733	Journal of Pediatrics
684	Cohort study of the relationship between individual psychotherapy and pregnancy outcomes	30029152	Journal of Affective Disorders
685	Text prediction on structured data entry in healthcare: a two-group randomized usability study measuring the prediction impact on user performance	24734137	Applied Clinical Informatics
686	Improving processes to capture present-on-admission pressure ulcers	24253214	Advances in Skin & Wound Care
687	Statins and new-onset atrial fibrillation in a cohort of patients with hypertension. Analysis of electronic health records, 2006-2015	29073212	PloS One
688	Social gradients in health and social care costs: Analysis of linked electronic health records in Kent, UK	30876723	Public Health
689	Putting the pieces together: EHR communication and diabetes patient outcomes	30325187	American Journal of Managed Care
690	The effectiveness of varenicline versus nicotine replacement therapy on long-term smoking cessation in primary care: a prospective cohort study of electronic medical records	29040555	International Journal of Epidemiology
691	Development and validation of an ICD-10-based disability predictive index for patients admitted to hospitals with trauma	29352592	Injury
692	Initial and subsequent therapy for newly diagnosed type 2 diabetes patients treated in primary care using data from a vendor-based electronic health record	22250059	Pharmacoepidemiology and Drug Safety
693	Who is our cohort: recruitment, representativeness, baseline risk and retention in the "Watch Me Grow" study?	27013220	BMC Pediatrics
694	Rates of inappropriate laboratory test utilization in Ontario	28483406	Clinical Biochemistry
695	Trajectories of dementia-related cognitive decline in a large mental health records derived patient cohort	28591196	PloS One
696	Racial Residential Segregation and Hypertensive Disorder of Pregnancy Among Women in Chicago: Analysis of Electronic Health Record Data	30010764	American Journal of Hypertension
697	Making work visible for electronic phenotype implementation: Lessons learned from the eMERGE network	31542521	Journal of Biomedical Informatics
698	Semi-automated risk estimation using large databases: quinolones and Clostridium difficile associated diarrhea	20535755	Pharmacoepidemiology and Drug Safety
699	Childhood obesity trends from primary care electronic health records in England between 1994 and 2013: population-based cohort study	25633067	Archives of Disease in Childhood
700	Cost Savings from Reducing Pain Through the Delivery of Integrative Medicine Program to Hospitalized Patients	29474095	Journal of Alternative and Complementary Medicine
701	Effective communication of cross-sectional imaging findings in Crohn's disease: comparing conventional EMR reporting to a published scoring system	29075825	Abdom Radiol (NY)
702	[Procedure used to follow-up a cohort of IVF children. Interests and limits of tools performed to longitudinal follow up for a monocentric cohort]	21429679	Revue d'Épidémiologie et de Santé Publique
703	The effects of prescribing varenicline on two-year health outcomes: an observational cohort study using electronic medical records	29460494	Addiction
704	Clinicians' Reports in Electronic Health Records Versus Patients' Concerns in Social Media: A Pilot Study of Adverse Drug Reactions of Aspirin and Atorvastatin	26715498	Drug Safety
705	Allocating scarce resources in real-time to reduce heart failure readmissions: a prospective, controlled study	23904506	BMJ Qual Saf
706	Using an Electronic Medical Records Database to Identify Non-Traditional Cardiovascular Risk Factors in Nonalcoholic Fatty Liver Disease	26925881	American Journal of Gastroenterology
707	The comparative effectiveness of fourth-line drugs in resistant hypertension: An application in electronic health record data	31313390	Pharmacoepidemiology and Drug Safety
708	Parental Perceptions of Displayed Patient Data in a PICU: An Example of Unintentional Empowerment	31058783	Pediatric Critical Care Medicine
709	Differentiating abdominal procedures in pediatric surgery: The inadequacy of current procedural terminology codes	29246399	Journal of Pediatric Surgery
710	Implementation of a Pediatric Posttonsillectomy Pain Protocol in a Large Group Practice	26884362	Otolaryngology and Head and Neck Surgery
711	Modeling temporal relationships in large scale clinical associations	23019240	Journal of the American Medical Informatics Association
712	The Prevalence of Beers Criteria Medication Use and Associations with Falls in Geriatric Patients at a Level 1 Trauma Center	31560307	American Surgeon
713	Implementation and adoption of nationwide electronic health records in secondary care in England: final qualitative results from prospective national evaluation in "early adopter" hospitals	22006942	BMJ
714	Failure to correct International Normalized Ratio and mortality among patients with warfarin-related major bleeding: an analysis of electronic health records	22257107	Journal of Thrombosis and Haemostasis
715	Validity of Physician and Administrator Peer Review for Selecting Specialist Narrow Network Participants	30070963	Popul Health Manag
716	Temporal trends of hemoglobin A1c testing	24928176	Journal of the American Medical Informatics Association
717	Validity of hospital ICD-10-GM codes to identify acute liver injury in Germany	31373108	Pharmacoepidemiology and Drug Safety
718	Survival in relation to multimorbidity patterns in older adults in primary care in Barcelona, Spain (2010-2014): a longitudinal study based on electronic health records	29330165	Journal of Epidemiology and Community Health
719	The wired patient: patterns of electronic patient portal use among patients with cardiac disease or diabetes	25707036	Journal of Medical Internet Research
720	Stepped collaborative depression care: primary care results before and after implementation of a stepped collaborative depression programme	24277384	Family Practice
721	Associations of lifetime traumatic experience with dysfunctional eating patterns and postsurgery weight loss in adults with obesity: A retrospective study	29602207	Stress Health
722	Diagnosis-specific readmission risk prediction using electronic health data: a retrospective cohort study	25091637	BMC Medical Informatics and Decision Making
723	Applying a natural language processing tool to electronic health records to assess performance on colonoscopy quality measures	22482913	Gastrointestinal Endoscopy
724	Common Genetic Variants Influence Circulating Vitamin D Levels in Inflammatory Bowel Diseases	26241000	Inflammatory Bowel Diseases
725	User perspectives on the usability of a regional health information exchange	21622933	Journal of the American Medical Informatics Association
726	Assessing the delivery of comprehensive care at a dental school	23431908	Texas Dental Journal
727	OPENING THE DOOR TO THE LARGE SCALE USE OF CLINICAL LAB MEASURES FOR ASSOCIATION TESTING: EXPLORING DIFFERENT METHODS FOR DEFINING PHENOTYPES	27896989	Pacific Symposium on Biocomputing
728	A database de-identification framework to enable direct queries on medical data for secondary use	22311158	Methods of Information in Medicine
729	Interpersonal continuity of primary care of veterans with diabetes: a cohort study using electronic health record data	30060736	BMC Family Practice
730	The clinical epidemiology of fatigue in newly diagnosed heart failure	28490326	BMC Cardiovascular Disorders
731	Patient aberrant drug taking behaviors in a large family medicine residency program: a retrospective chart review of screening practices, incidence, and predictors	24944067	J Opioid Manag
732	Usefulness of surgical complexity classification index in cataract surgery process	26897332	Arch Soc Esp Oftalmol
733	Electronically delivered interventions to reduce antibiotic prescribing for respiratory infections in primary care: cluster RCT using electronic health records and cohort study	30900550	Health Technology Assessment
734	Glycaemic control of Type 2 diabetes in older patients visiting general practitioners: An examination of electronic medical records to identify risk factors for poor control	31195025	Diabetes Research and Clinical Practice
735	A longitudinal analysis of data quality in a large pediatric data research network	28398525	Journal of the American Medical Informatics Association
736	How to improve opportunistic screening by using EMRs and other data. The prevalence of undetected diabetes mellitus in target population in Croatia	28359387	Public Health
737	Tobacco use as a risk factor for reoperation in patients with stress urinary incontinence: a multi-institutional electronic medical record database analysis	26071281	Int Urogynecol J
738	Medication administration quality and health information technology: a national study of US hospitals	22037889	Journal of the American Medical Informatics Association
739	Towards prevention of acute syndromes: electronic identification of at-risk patients during hospital admission	24734124	Applied Clinical Informatics
740	Transition of Care from the Emergency Department to the Outpatient Setting: A Mixed-Methods Analysis	29560050	Western Journal of Emergency Medicine
741	Quality of Care in the United Kingdom after Removal of Financial Incentives	30184445	New England Journal of Medicine
742	Detection of healthcare-associated urinary tract infection in Swedish electronic health records	25488239	Studies in Health Technology and Informatics
743	Outcomes in patients with metastatic bladder cancer in the USA: a retrospective electronic medical record study	30942088	Future Oncology (London, England)
744	Type and frequency of healthcare encounters can predict poor surgical outcomes in anterior cruciate ligament reconstruction patients	27103195	International Journal of Medical Informatics
745	Decrease in hospital-wide mortality rate after implementation of a commercially sold computerized physician order entry system	20439590	Pediatrics
746	Neighborhood Physical Disorder and Adverse Pregnancy Outcomes among Women in Chicago: a Cross-Sectional Analysis of Electronic Health Record Data	31728900	Journal of Urban Health
747	Evaluating the Impact of Auto-Calculation Settings on Opioid Prescribing at an Academic Medical Center	30935884	Joint Commission Journal on Quality and Patient Safety
748	Underestimated prevalence of heart failure in hospital inpatients: a comparison of ICD codes and discharge letter information	29667017	Clinical Research in Cardiology
749	Enhancing pharmacosurveillance with systematic collection of treatment indication in electronic prescribing: a validation study in Canada	20553057	Drug Safety
750	Use of acupuncture for pain management in an academic Korean medicine hospital: a retrospective review of electronic medical records	23449178	Acupuncture in Medicine
751	Systems consultation for opioid prescribing in primary care: a qualitative study of adaptation	30381332	BMJ Qual Saf
752	The burden of illness of hepatorenal syndrome (HRS) in the United States: a retrospective analysis of electronic health records	30724682	Journal of Medical Economics
753	Association of online patient access to clinicians and medical records with use of clinical services	23168824	JAMA
754	Impact of Health Information Exchange on Emergency Medicine Clinical Decision Making	26759652	Western Journal of Emergency Medicine
755	Improved prenatal detection of congenital heart disease in an integrated health care system	23117330	Pediatric Cardiology
756	Agreement between electronic medical records and self-reported urologic domains in the National Spina Bifida Patient Registry (NSBPR): Implications for future research	28655526	Journal of Pediatric Urology
757	Harnessing clinical psychiatric data with an electronic assessment tool (OPCRIT+): the utility of symptom dimensions	23520532	PloS One
758	Impact of problem-based charting on the utilization and accuracy of the electronic problem list	29360995	Journal of the American Medical Informatics Association
759	Point-of-care cluster randomized trial in stroke secondary prevention using electronic health records	24903985	Stroke
760	Composer-Visual Cohort Analysis of Patient Outcomes	31018234	Applied Clinical Informatics
761	Surgical intensive care unit mobility is increased after institution of a computerized mobility order set and intensive care unit mobility protocol: a prospective cohort analysis	20726410	American Surgeon
762	Safety work and risk management as burdens of treatment in primary care: insights from a focused ethnographic study of patients with multimorbidity	30193576	BMC Family Practice
763	Incidence of stroke and seizure in Alzheimer's disease dementia	26008894	Age and Ageing
764	Channeling in the Use of Nonprescription Paracetamol and Ibuprofen in an Electronic Medical Records Database: Evidence and Implications	28780741	Drug Safety
765	Wise Practices for Cultural Safety in Electronic Health Research and Clinical Trials With Indigenous People: Secondary Analysis of a Randomized Clinical Trial	31682574	Journal of Medical Internet Research
766	Interpretation and integration of the federal substance use privacy protection rule in integrated health systems: A qualitative analysis	30577898	Journal of Substance Abuse Treatment
767	Implementation of health information technology to maximize efficiency of resource utilization in a geographically dispersed prenatal care delivery system	21809266	American Journal of Perinatology
768	Prediction of In-hospital Mortality in Emergency Department Patients With Sepsis: A Local Big Data-Driven, Machine Learning Approach	26679719	Academic Emergency Medicine
769	Advance care planning for patients with cancer in the palliative phase in Dutch general practices	30535044	Family Practice
770	Communication failure: analysis of prescribers' use of an internal free-text field on electronic prescriptions	29474659	Journal of the American Medical Informatics Association
771	Trends in e-visit adoption among U.S. office-based physicians: Evidence from the 2011-2015 NAMCS	31445265	International Journal of Medical Informatics
772	Using item response theory with health system data to identify latent groups of patients with multiple health conditions	30475823	PloS One
773	Evaluating the Impact of Information Technology Tools to Support the Asthma Medical Home	26195588	Clinical Pediatrics
774	[Linkage of secondary data with cancer registry data on the basis of encrypted personal identifiers - results from a pilot study in North Rhine-Westphalia]	22836935	Gesundheitswesen
775	Assessment of the relationship between diabetes treatment intensification and quality measure performance using electronic medical records	29894495	PloS One
776	Development, Validation and Deployment of a Real Time 30 Day Hospital Readmission Risk Assessment Tool in the Maine Healthcare Information Exchange	26448562	PloS One
777	Face time versus test ordering: is there a trade-off?	24511893	American Journal of Managed Care
778	Evaluation of Frailty as an Unmeasured Confounder in Observational Studies of Antidiabetic Medications	30256914	Journals of Gerontology Series A: Biological Sciences and Medical Sciences
779	Can statistical linkage of missing variables reduce bias in treatment effect estimates in comparative effectiveness research studies?	26436848	J Comp Eff Res
780	Prediction of Future Chronic Opioid Use Among Hospitalized Patients	29404943	Journal of General Internal Medicine
781	Chronic disease risks in young adults with autism spectrum disorder: forewarned is forearmed	21905805	Am J Intellect Dev Disabil
782	Would you like to add a weight after this blood pressure, doctor? Discovery of potentially actionable associations between the provision of multiple screens in primary care	29349905	Journal of Evaluation in Clinical Practice
783	We thought we would be perfect: medication errors before and after the initiation of Computerized Physician Order Entry	26027541	Journal of Surgical Research
784	ECG AI-Guided Screening for Low Ejection Fraction (EAGLE): Rationale and design of a pragmatic cluster randomized trial	31710842	American Heart Journal
785	Multimorbidity patterns in patients with heart failure: an observational Spanish study based on electronic health records	31874886	BMJ Open
786	Development of processes allowing near real-time refinement and validation of triage tools during the early stage of an outbreak in readiness for surge: the FLU-CATs Study	26514069	Health Technology Assessment
787	Navigating longitudinal clinical notes with an automated method for detecting new information	23920658	Studies in Health Technology and Informatics
788	Tolerability of central nervous system symptoms among HIV-1 infected efavirenz users: analysis of patient electronic medical record data	28147708	AIDS Care
789	Evaluation of a prediction model for colorectal cancer: retrospective analysis of 2.5 million patient records	28941187	Cancer Med
790	A simple real-time model for predicting acute kidney injury in hospitalized patients in the US: A descriptive modeling study	31306408	PLoS Medicine
791	Prevalence and recognition of obesity and its associated comorbidities: cross-sectional analysis of electronic health record data from a large US integrated health system	29150468	BMJ Open
792	Does health information exchange reduce redundant imaging? Evidence from emergency departments	24374414	Medical Care
793	First-line treatment of essential hypertension: A real-world analysis across four antihypertensive treatment classes	30980608	Journal of Clinical Hypertension (Greenwich, Conn)
794	Racial/ethnic variation in devices used to access patient portals	29350513	American Journal of Managed Care
795	Effect of a Real-Time Electronic Dashboard on a Rapid Response System	29159719	Journal of Medical Systems
796	The value of Retrospective and Concurrent Think Aloud in formative usability testing of a physician data query tool	25733166	Journal of Biomedical Informatics
797	Choosing Wisely Canada campaign associated with less overuse of thyroid testing: Retrospective parallel cohort study	31722930	Canadian Family Physician
798	Mixture models for undiagnosed prevalent disease and interval-censored incident disease: applications to a cohort assembled from electronic health records	28660629	Statistics in Medicine
799	Similar multimorbidity patterns in primary care patients from two European regions: results of a factor analysis	24956475	PloS One
800	Assessing the impact of the heart of New Ulm Project on cardiovascular disease risk factors: A population-based program to reduce cardiovascular disease	29634974	Preventive Medicine
801	Mortality Risk Factors Among Patients With Cirrhosis and a Low Model for End-Stage Liver Disease Sodium Score (‚â§15): An Analysis of Liver Transplant Allocation Policy Using Aggregated Electronic Health Record Data	28226199	American Journal of Transplantation
802	Linking of primary care records to census data to study the association between socioeconomic status and cancer incidence in Southern Europe: a nation-wide ecological study	25329578	PloS One
803	Evaluation of Nursing Documentation Completion of Stroke Patients in the Emergency Department: A Pre-Post Analysis Using Flowsheet Templates and Clinical Decision Support	26679006	Computers, Informatics, Nursing
804	Type and timing of heralding in ST-elevation and non-ST-elevation myocardial infarction: an analysis of prospectively collected electronic healthcare records linked to the national registry of acute coronary syndromes	24222835	Eur Heart J Acute Cardiovasc Care
805	Observational safety study of specific outcomes after trivalent cell culture seasonal influenza vaccination (Optaflu(¬Æ) ) among adults in THIN database of electronic UK primary healthcare records	29152808	Pharmacoepidemiology and Drug Safety
806	Patient-provider internet portals--patient outcomes and use	21697705	Computers, Informatics, Nursing
807	A Naive Bayes machine learning approach to risk prediction using censored, time-to-event data	25980520	Statistics in Medicine
808	The role of service readiness and health care facility factors in attrition from Option B+ in Haiti: a joint examination of electronic medical records and service provision assessment survey data	29329386	Int Health
809	Development and validation of a new ICD-10-based trauma mortality prediction scoring system using a Japanese national inpatient database	27597403	Injury Prevention
810	Long-Term Exposure to Elevated Systolic Blood Pressure in Predicting Incident Cardiovascular Disease: Evidence From Large-Scale Routine Electronic Health Records	31164039	J Am Heart Assoc
811	Pointers to earlier diagnosis of endometriosis: a nested case-control study using primary care electronic health records	29109114	British Journal of General Practice
812	Gender-specific reference charts for cardiotocographic parameters throughout normal pregnancy: a retrospective cross-sectional study of 9701 fetuses	26921476	European Journal of Obstetrics, Gynecology, and Reproductive Biology
813	Disease Trajectories and End-of-Life Care for Dementias: Latent Topic Modeling and Trend Analysis Using Clinical Notes	30815148	AMIA Annu Symp Proc
814	Effects of a multifaceted medication reconciliation quality improvement intervention on patient safety: final results of the MARQUIS study	30126891	BMJ Qual Saf
815	AUDIT-C and ICD codes as phenotypes for harmful alcohol use: association with ADH1B polymorphisms in two US populations	29972609	Addiction
816	Factors associated with failure to correct the international normalised ratio following fresh frozen plasma administration among patients treated for warfarin-related major bleeding. An analysis of electronic health records	22318400	Thrombosis and Haemostasis
817	IDENTIFYING GENETIC ASSOCIATIONS WITH VARIABILITY IN METABOLIC HEALTH AND BLOOD COUNT LABORATORY VALUES: DIVING INTO THE QUANTITATIVE TRAITS BY LEVERAGING LONGITUDINAL DATA FROM AN EHR	27897004	Pacific Symposium on Biocomputing
818	Disparities in enrollment and use of an electronic patient portal	21538166	Journal of General Internal Medicine
819	Natural Language Processing-Identified Problem Opioid Use and Its Associated Health Care Costs	30702378	Journal of Pain & Palliative Care Pharmacotherapy
820	What patients' problems do nurses e-chart? Longitudinal study to evaluate the usability of an interface terminology	23684394	International Journal of Nursing Studies
821	Bariatric surgery history among substance abuse treatment patients: prevalence and associated features	20207591	Surgery for Obesity and Related Diseases
822	Treatment patterns and outcomes among hospitalized patients with venous thromboembolism in the United States: an analysis of electronic health records data	25502130	Hosp Pract (1995)
823	Recognizing hypoglycemia in children through automated adverse-event detection	21402631	Pediatrics
824	Operative and anaesthetic factors influencing on delirium in the intensive care unit: An Analysis of electronic health records	30554452	Journal of Clinical Nursing
825	Real-world glycemic, blood pressure, and weight control in patients with type 2 diabetes mellitus treated with canagliflozin-an electronic health-record-based study	27115475	Current Medical Research and Opinion
826	A Concept-Wide Association Study of Clinical Notes to Discover New Predictors of Kidney Failure	27927892	Clinical Journal of the American Society of Nephrology
827	Provider and Patient Determinants of Generic Levothyroxine Prescribing: An Electronic Health Records-Based Study	28425295	Annals of Pharmacotherapy
828	Beyond Cohort Selection: An Analytics-Enabled i2b2	27577448	Studies in Health Technology and Informatics
829	Use of an electronic patient portal among disadvantaged populations	21647748	Journal of General Internal Medicine
830	Longitudinal analysis on utilization of medical document management system in a hospital with EPR implementation	21335697	Studies in Health Technology and Informatics
831	Diagnosis trajectories of prior multi-morbidity predict sepsis mortality	27812043	Scientific Reports
832	Validating archetypes for the Multiple Sclerosis Functional Composite	25087081	BMC Medical Informatics and Decision Making
833	Development of overweight and obesity among primary school children-a longitudinal cohort study	27230744	Family Practice
834	[Computerized decision support systems: EBM at the bedside]	27869877	Recenti Progressi in Medicina
835	Identification of adults with congenital heart disease of moderate or great complexity from administrative data	28736836	Congenital Heart Disease
836	Importance of Decision Support Implementation in Emergency Department Vancomycin Dosing	26265968	Western Journal of Emergency Medicine
837	Using machine learning to identify patterns of lifetime health problems in decedents with autism spectrum disorder	29734508	Autism Research
838	Geographic Information Systems to Assess External Validity in Randomized Trials	28237634	American Journal of Preventive Medicine
839	The CRAC cohort model: A computerized low cost registry of interventional cardiology with daily update and long-term follow-up	29685699	Revue d'Épidémiologie et de Santé Publique
840	Primary Care Medication Safety Surveillance with Integrated Primary and Secondary Care Electronic Health Records: A Cross-Sectional Study	26100143	Drug Safety
841	Clinical relevance of thrombocytosis in primary care: a prospective cohort study of cancer incidence using English electronic medical records and cancer registry data	28533199	British Journal of General Practice
842	Seasonality, risk factors and burden of community-acquired pneumonia in COPD patients: a population database study using linked health care records	28176888	International Journal of Chronic Obstructive Pulmonary Disease
843	Effectiveness of the Malnutrition Quality Improvement Initiative on Practitioner Malnutrition Knowledge and Screening, Diagnosis, and Timeliness of Malnutrition-Related Care Provided to Older Adults Admitted to a Tertiary Care Facility: A Pilot Study	29274640	Journal of the Academy of Nutrition and Dietetics
844	Optimising computerised decision support to transform medication safety and reduce prescriber burden: study protocol for a mixed-methods evaluation of drug-drug interaction alerts	31427312	BMJ Open
845	Linking e-health records, patient-reported symptoms and environmental exposure data to characterise and model COPD exacerbations: protocol for the COPE study	27412104	BMJ Open
846	Conformance to Depression Process Measures of Medicare Part B Beneficiaries in Primary Care Settings	26114978	Journal of the American Geriatrics Society
847	Identification of patients with neuropathic pain using electronic primary care records	22417818	Informatics in Primary Care
848	Overall Survival and Metastasis Resections in Patients with Metastatic Colorectal Cancer Using Electronic Medical Records	28229371	Journal of Gastrointestinal Cancer
849	Changing patient care orders from paper to computerized provider order entry-based process	22466865	Computers, Informatics, Nursing
850	Merging of the National Cancer Institute-funded cooperative oncology group data with an administrative data source to develop a more effective platform for clinical trial analysis and comparative effectiveness research: a report from the Children's Oncology Group	22552978	Pharmacoepidemiology and Drug Safety
851	Patterns of risk of cancer in patients with metal-on-metal hip replacements versus other bearing surface types: a record linkage study between a prospective joint registry and general practice electronic health records in England	23861740	PloS One
852	Development and Performance of the Pulmonary Embolism Result Forecast Model (PERFORM) for Computed Tomography Clinical Decision Support	31390040	JAMA Netw Open
853	Reporting observational studies of the use of information technology in the clinical consultation. A position statement from the IMIA Primary Health Care Informatics Working Group (IMIA PCI WG)	21938323	Yearbook of Medical Informatics
854	Type 2 diabetes mellitus and renal impairment in a large outpatient electronic medical records database: rates of diagnosis and antihyperglycemic medication dose adjustment	21566423	Postgraduate Medicine
855	Does health information exchange reduce unnecessary neuroimaging and improve quality of headache care in the emergency department?	22648609	Journal of General Internal Medicine
856	Declining blood pressure and intensification of blood pressure management among people over 80 years: cohort study using electronic health records	28441696	Journal of Hypertension
857	Nascent regional system for alerting infection preventionists about patients with multidrug-resistant gram-negative bacteria: implementation and initial results	25222897	Infection Control and Hospital Epidemiology
858	Association of the Presence of Trainees With Outpatient Appointment Times in an Ophthalmology Clinic	29121175	JAMA Ophthalmol
859	Adult asthma exacerbations and environmental triggers: a retrospective review of ED visits using an electronic medical record	20708875	American Journal of Emergency Medicine
860	Observational study protocol for evaluating control of hypertension and the effects of social determinants	30878987	BMJ Open
861	Blood pressure level impacts risk of death among HIV seropositive adults in Kenya: a retrospective analysis of electronic health records	24886474	BMC Infectious Diseases
862	Pediatric emergency department crowding: survival tree clustering for length of patient stay	25160358	Studies in Health Technology and Informatics
863	Creating a High-Frequency Electronic Database in the PICU: The Perpetual Patient	29406373	Pediatric Critical Care Medicine
864	Reducing the default dispense quantity for new opioid analgesic prescriptions: study protocol for a cluster randomised controlled trial	29678969	BMJ Open
865	Disparities in mental health care utilization among inpatients in various types of health institutions: a cross-sectional study based on EHR data in Shanghai, China	31366334	BMC Public Health
866	Dietary Intake, Nutrient Status, and Growth Parameters in Children with Autism Spectrum Disorder and Severe Food Selectivity: An¬†Electronic Medical Record Review	30005820	Journal of the Academy of Nutrition and Dietetics
867	An investigation into the durability of glycemic control in patients with type II diabetes initiated on canagliflozin or sitagliptin: A real-world analysis of electronic medical records	30554838	Journal of Diabetes and Its Complications
868	Use of an electronic administrative database to identify older community dwelling adults at high-risk for hospitalization or emergency department visits: the elders risk assessment index	21144042	BMC Health Services Research
869	Hospital Risk of Data Breaches	28384777	JAMA Intern Med
870	A visual-interactive system for prostate cancer cohort analysis	26010788	IEEE Comput Graph Appl
871	Abacavir (Ziagen(¬Æ)) use between 2003 and 2008 in France according to the electronic medical record NADIS(¬Æ)	24262915	Médecine et Maladies Infectieuses
872	The effects of data sources, cohort selection, and outcome definition on a predictive model of risk of thirty-day hospital readmissions	25182868	Journal of Biomedical Informatics
873	Evaluation of syndromic algorithms for detecting patients with potentially transmissible infectious diseases based on computerised emergency-department data	24004720	BMC Medical Informatics and Decision Making
874	Medication adherence, medical record accuracy, and medication exposure in real-world patients using comprehensive medication monitoring	28957369	PloS One
875	Adherence to growth hormone (GH) therapy in na√Øve to treatment GH-deficient children: data of the Italian Cohort from the Easypod Connect Observational Study (ECOS)	30968283	Journal of Endocrinological Investigation
876	ICD-10 and alternative diagnostic criteria for childhood autism among children with intellectual disability	25297645	Indian Journal of Pediatrics
877	Improving adherence with oral antiemetic agents in patients with breast cancer receiving chemotherapy	25873057	Journal of Oncology Practice
878	Hypertension control and antihypertensive therapy in patients with chronic kidney disease	25421796	American Journal of Hypertension
879	Factors Contributing to CPOE Opiate Allergy Alert Overrides	25954327	AMIA Annu Symp Proc
880	Using health-system-wide data to understand hepatitis B virus prophylaxis and reactivation outcomes in patients receiving rituximab	28353614	Medicine (Baltimore)
881	Sensitivity and specificity of dosing alerts for dosing errors among hospitalized pediatric patients	24496386	Journal of the American Medical Informatics Association
882	Missing data approaches in eHealth research: simulation study and a tutorial for nonmathematically inclined researchers	21169167	Journal of Medical Internet Research
883	Data Value in Patient Tracking Systems at Racing Events	25668405	Medicine and Science in Sports and Exercise
884	Health checks and cardiovascular risk factor values over six years' follow-up: Matched cohort study using electronic health records in England	31361740	PLoS Medicine
885	The relationship between a cirrhosis-specific comorbidity scoring system and healthcare utilization patterns	30394572	Journal of Gastroenterology and Hepatology
886	Pharmaceutical cost and multimorbidity with type 2 diabetes mellitus using electronic health record data	27534391	BMC Health Services Research
